index,小区名称,所在区域,总价,总价单位,单价,单价单位,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限
2128,万宇名都花园,相城 元和 内环至中环,220,万,23914,元/平米,2014年建/塔楼,2室1厅1厨1卫,低楼层 (共16层),92㎡,南,精装,两梯三户,有,70年
2129,水韵花都家园,相城 活力岛 内环至中环,550,万,45834,元/平米,2011年建/板楼,5室1厅1厨2卫,低楼层 (共15层),120㎡,南 北,精装,两梯两户,有,70年
2130,水韵花都家园,相城 活力岛 内环至中环,550,万,45834,元/平米,2011年建/板楼,5室1厅1厨2卫,低楼层 (共15层),120㎡,南 北,精装,两梯两户,有,70年
2131,合景峰汇四期,相城 活力岛 内环至中环,270,万,28125,元/平米,2011年建/板楼,3室2厅0厨2卫,低楼层 (共16层),96㎡,南,精装,两梯三户,有,70年
2132,合景峰汇四期,相城 活力岛 内环至中环,340,万,25186,元/平米,2016年建/板楼,4室2厅1厨2卫,中楼层 (共16层),135㎡,南,毛坯,两梯三户,有,70年
2133,冠城大通蓝湾,相城 黄埭 中环至外环,490,万,18491,元/平米,2012年建/板楼,5室2厅1厨2卫,低楼层 (共6层),265㎡,南,精装,一梯两户,无,70年
2134,御亭水岸花园,相城 望亭 ,560,万,19997,元/平米,2011年建/板楼,3室2厅1厨4卫,低楼层 (共1层),280.05㎡,南,精装, , ,70年
2135,春申景城,相城 黄埭 中环至外环,280,万,21875,元/平米,2010年建/板楼,4室2厅1厨2卫,高楼层 (共5层),128㎡,南,精装,一梯两户,无,70年
2136,阳澄领岛别墅,相城 太平 中环至外环,908,万,28105,元/平米,未知年建/暂无数据,5室3厅1厨3卫,低楼层 (共1层),323.08㎡,南 北,精装, , ,70年
2137,金御华府,相城 活力岛 内环内,568,万,21763,元/平米,2015年建/板楼,4室2厅1厨3卫,低楼层 (共6层),261㎡,南,毛坯,一梯两户,有,70年
2138,古巷二村东区,相城 元和 内环至中环,260,万,14858,元/平米,2004年建/板楼,5室3厅2厨3卫,高楼层 (共5层),175㎡,南,简装,一梯两户,无,70年
2139,一湾湖墅,相城 渭塘 中环至外环,1450,万,26364,元/平米,2013年建/板楼,5室3厅1厨4卫,低楼层 (共3层),550㎡,南,其他, , ,70年
2140,荷美名邸,相城 黄桥 中环至外环,680,万,22987,元/平米,2015年建/板楼,4室2厅1厨3卫,低楼层 (共4层),295.83㎡,南,毛坯, , ,70年
2141,埭宝园,相城 黄埭 ,215,万,10239,元/平米,2002年建/板楼,6室3厅1厨3卫,高楼层 (共4层),210㎡,南,精装,一梯两户,无,70年
2142,一湾湖墅,相城 渭塘 中环至外环,1040,万,23481,元/平米,2013年建/板楼,5室3厅1厨3卫,低楼层 (共3层),442.93㎡,南,毛坯, , ,70年
2143,安元佳苑三区,相城 元和 ,268,万,16442,元/平米,2007年建/板楼,4室2厅1厨2卫,中楼层 (共6层),163㎡,南,精装,一梯两户,无,70年
2144,一湾湖墅,相城 渭塘 中环至外环,1000,万,22728,元/平米,2013年建/板楼,5室3厅1厨5卫,低楼层 (共3层),440㎡,南,毛坯, , ,70年
2145,首开班芙春天花园,相城 活力岛 内环至中环,230,万,23768,元/平米,2013年建/板楼,2室2厅1厨1卫,中楼层 (共25层),96.77㎡,南,精装,两梯三户,有,70年
2146,香府绿洲,相城 元和 ,205,万,23700,元/平米,2009年建/板楼,2室2厅1厨1卫,低楼层 (共5层),86.5㎡,南,毛坯,一梯两户,无,70年
2147,合景峰汇四期,相城 活力岛 内环至中环,308,万,28519,元/平米,2016年建/板楼,4室2厅1厨2卫,低楼层 (共16层),108㎡,北 南,精装,两梯三户,有,70年
2148,御苑家园B、C区,相城 活力岛 内环至中环,288,万,13334,元/平米,2006年建/板楼,5室2厅1厨3卫,高楼层 (共5层),216㎡,南,精装,一梯两户,无,70年
2149,御窑花园,相城 活力岛 内环至中环,260,万,20234,元/平米,2006年建/板楼,4室2厅1厨2卫,高楼层 (共5层),128.5㎡,北 南,精装,一梯两户,无,70年
2150,珠宝苑,相城 渭塘 ,220,万,17814,元/平米,2001年建/板楼,4室2厅1厨3卫,中楼层 (共5层),123.5㎡,南,精装,一梯两户,无,70年
2151,金辉融侨城,相城 活力岛 内环至中环,255,万,25758,元/平米,2014年建/板楼,3室2厅1厨1卫,高楼层 (共24层),99㎡,南,精装,两梯四户,有,70年
2152,金辉融侨城,相城 活力岛 内环至中环,355,万,26894,元/平米,2012年建/板楼,4室2厅1厨2卫,低楼层 (共24层),132㎡,南,精装,两梯三户,有,70年
2153,水韵花都家园,相城 活力岛 内环至中环,390,万,32232,元/平米,2014年建/板楼,3室2厅1厨2卫,低楼层 (共15层),121㎡,南,精装,两梯两户,有,70年
2154,阳光景庭,相城 太平 内环内,770,万,21389,元/平米,未知年建/暂无数据,6室2厅1厨4卫,低楼层 (共1层),360㎡,南,精装, , ,70年
2155,华园丽都阳光,相城 望亭 外环外,165,万,19135,元/平米,2016年建/塔楼,3室2厅1厨1卫,高楼层 (共8层),86.23㎡,南,精装,一梯两户,有,70年
2156,合景峰汇十期,相城 活力岛 内环至中环,68,万,14316,元/平米,2013年建/板楼,2室1厅1厨1卫,高楼层 (共19层),47.5㎡,南,精装,三梯三十户,有,40年
2157,合景峰汇商务广场,相城 活力岛 内环至中环,55,万,14865,元/平米,2017年建/板楼,1室1厅1厨1卫,低楼层 (共18层),37㎡,北,精装,两梯三十一户,有,40年
2158,恒基旭辉发现岛,相城 活力岛 中环至外环,95,万,19504,元/平米,2017年建/板楼,1室1厅0厨1卫,高楼层 (共20层),48.71㎡,南,精装,四梯三十八户,有,40年
2159,合景峰汇商务广场,相城 活力岛 内环至中环,66,万,18334,元/平米,2017年建/板楼,1室1厅1厨1卫,中楼层 (共18层),36㎡,南,其他,两梯三十一户,有,40年
2160,合景峰汇十期,相城 活力岛 内环至中环,58,万,12084,元/平米,2013年建/板楼,2室2厅1厨1卫,低楼层 (共19层),48㎡,北,精装,三梯三十三户,有,40年
2161,恒基旭辉发现岛,相城 活力岛 中环至外环,92,万,18888,元/平米,2017年建/板楼,3室1厅1厨1卫,低楼层 (共20层),48.71㎡,南,精装,四梯三十八户,有,40年
2162,古巷二村西区,相城 元和 内环至中环,255,万,12750,元/平米,2004年建/板楼,5室3厅1厨2卫,高楼层 (共5层),200㎡,南,简装,一梯两户,无,70年
2163,智海商务广场,相城 活力岛 ,81,万,9000,元/平米,2011年建/板楼,2室2厅1厨1卫,中楼层 (共13层),90㎡,南,精装,两梯二十四户,有,70年
2164,三江尊园,相城 元和 内环内,668,万,30411,元/平米,2008年建/暂无数据,3室2厅1厨2卫,低楼层 (共4层),219.66㎡,南 北,精装, , ,70年
2165,雅戈尔紫玉花园,相城 元和 内环至中环,438,万,27375,元/平米,2016年建/板塔结合,4室2厅1厨2卫,中楼层 (共11层),160㎡,南 北,毛坯,两梯两户,有,70年
2166,香城颐园,相城 元和 内环内,298,万,27593,元/平米,2011年建/板楼,3室2厅1厨1卫,低楼层 (共11层),108㎡,南,精装,一梯两户,有,70年
2167,万家邻里中心,相城 活力岛 ,74,万,15002,元/平米,2014年建/板楼,2室1厅1厨1卫,中楼层 (共10层),49.33㎡,南,精装,四梯三十八户,有,40年
2168,鑫之苑,相城 高铁新城 ,263,万,29856,元/平米,2015年建/塔楼,3室1厅1厨1卫,高楼层 (共33层),88.09㎡,南,精装,两梯四户,有,70年
2169,合景峰汇五期,相城 活力岛 内环至中环,328,万,30371,元/平米,2011年建/板楼,4室2厅1厨2卫,低楼层 (共18层),108㎡,南,精装,两梯三户,有,70年
2170,合景峰汇九期,相城 活力岛 内环至中环,278,万,31236,元/平米,2013年建/板塔结合,3室2厅1厨1卫,高楼层 (共22层),89㎡,南 北,简装,两梯四户,有,70年
2171,恒基水漾花城,相城 活力岛 内环内,250,万,28090,元/平米,2017年建/塔楼,3室2厅1厨1卫,低楼层 (共29层),89㎡,南,毛坯,两梯四户,有,70年
2172,御苑家园A区,相城 活力岛 ,287.5,万,15797,元/平米,2006年建/板楼,5室3厅1厨4卫,高楼层 (共5层),182㎡,南,精装,一梯两户,无,70年
2173,御湖佳苑,相城 渭塘 ,190,万,20653,元/平米,2012年建/板楼,3室1厅1厨1卫,中楼层 (共11层),92㎡,南,精装,两梯两户,有,70年
2174,一湾湖墅,相城 渭塘 中环至外环,430,万,30715,元/平米,2018年建/板楼,3室2厅1厨3卫,低楼层 (共3层),140㎡,南,毛坯, , ,70年
2175,华润橡树湾花园四期,相城 活力岛 中环至外环,310,万,28182,元/平米,2016年建/塔楼,3室2厅1厨2卫,中楼层 (共22层),110㎡,南,精装,两梯三户,有,70年
2176,书香苑(相城),相城 元和 ,285,万,13134,元/平米,2006年建/板楼,4室2厅1厨3卫,高楼层 (共5层),217㎡,南,毛坯,一梯两户,无,70年
2177,燕回江南院,相城 渭塘 中环至外环,320,万,24061,元/平米,2018年建/板楼,4室2厅1厨2卫,中楼层 (共5层),133㎡,南,其他, , ,70年
2178,御亭水岸花园,相城 望亭 ,160,万,16125,元/平米,2011年建/板楼,3室2厅1厨2卫,中楼层 (共5层),99.23㎡,南,毛坯,一梯两户,无,70年
2179,嘉元花园北区,相城 元和 ,258,万,23455,元/平米,2005年建/板楼,4室2厅2厨2卫,高楼层 (共6层),110㎡,南,其他,一梯两户,无,70年
2180,华园丽都阳光,相城 望亭 外环外,138,万,16429,元/平米,2015年建/塔楼,2室2厅1厨1卫,中楼层 (共7层),84㎡,南,简装,一梯两户,无,70年
2181,金澄花园一区,相城 太平 ,180,万,14926,元/平米,2005年建/板楼,3室2厅1厨2卫,中楼层 (共4层),120.6㎡,南,毛坯,一梯两户,无,70年
2182,海伦堡珍珠湾花园,相城 渭塘 中环至外环,173,万,17129,元/平米,2017年建/板楼,3室2厅1厨1卫,高楼层 (共17层),101㎡,南,毛坯,两梯四户,有,70年
2183,招商公园1872,相城 黄桥 内环至中环,515,万,29237,元/平米,2018年建/板塔结合,3室2厅1厨3卫,高楼层 (共7层),176.15㎡,南,毛坯,一梯两户,有,70年
2184,绿地都会雅苑,相城 元和 外环外,385,万,27824,元/平米,2019年建/板塔结合,4室2厅1厨2卫,中楼层 (共17层),138.37㎡,南,毛坯,两梯四户,有,70年
2185,舒馨花苑,相城 望亭 ,128,万,12308,元/平米,2006年建/板楼,3室2厅1厨2卫,高楼层 (共5层),104㎡,南,简装,一梯两户,无,70年
2186,中翔商贸城二区,相城 元和 内环至中环,80,万,13685,元/平米,2006年建/板楼,1室1厅1厨1卫,低楼层 (共23层),58.46㎡,南,简装,三梯五十四户,有,70年
2187,华美家园,相城 元和 内环内,290,万,17524,元/平米,2009年建/板楼,4室2厅1厨2卫,高楼层 (共5层),165.49㎡,南 北,精装,一梯两户,无,70年
2188,凯翔国际广场公寓,相城 元和 外环外,41,万,8914,元/平米,2009年建/板楼,1室1厅1厨1卫,低楼层 (共33层),46㎡,南,精装,三梯三十三户,有,70年
2189,姑苏裕沁庭,相城 活力岛 内环至中环,392,万,29038,元/平米,2016年建/板楼,3室2厅1厨2卫,中楼层 (共31层),135㎡,北 南,精装,两梯两户,有,70年
2190,香城花园三区,相城 元和 ,240,万,24743,元/平米,2008年建/板楼,3室2厅1厨2卫,高楼层 (共6层),97㎡,南,精装,一梯两户,无,70年
2191,嘉和丽园,相城 元和 ,259,万,20394,元/平米,2005年建/板楼,3室2厅1厨2卫,中楼层 (共11层),127㎡,南 北,精装,一梯两户,有,70年
2192,晨曦印象花园,相城 元和 内环至中环,220,万,24445,元/平米,2008年建/板楼,3室2厅1厨2卫,高楼层 (共6层),90㎡,南,精装,一梯两户,无,70年
2193,星云汇生活广场,相城 元和 内环至中环,77,万,14808,元/平米,2016年建/板楼,2室2厅1厨1卫,中楼层 (共16层),52㎡,西北,精装,四梯三十户,有,40年
2194,恒基旭辉发现岛,相城 活力岛 中环至外环,76,万,16254,元/平米,2017年建/板楼,2室1厅1厨1卫,中楼层 (共20层),46.76㎡,北,精装,四梯三十八户,有,40年
2195,安元佳苑六区,相城 元和 内环至中环,153,万,21250,元/平米,2007年建/板楼,2室2厅0厨1卫,低楼层 (共5层),72㎡,南,毛坯,一梯两户,无,70年
2196,天亚水景城,相城 元和 内环至中环,239,万,21927,元/平米,2011年建/板楼,2室2厅1厨1卫,高楼层 (共20层),109㎡,暂无数据,精装,两梯两户,有,70年
2197,尚景湾,相城 黄桥 内环至中环,245,万,25258,元/平米,2015年建/板楼,4室2厅1厨1卫,高楼层 (共18层),97㎡,南,简装,两梯两户,有,70年
2198,晨曦印象花园,相城 元和 内环至中环,220,万,23405,元/平米,2008年建/板楼,3室2厅1厨2卫,高楼层 (共5层),94㎡,南,精装,一梯两户,无,70年
2199,环秀湖花园,相城 高铁新城 中环至外环,276,万,29176,元/平米,2017年建/板塔结合,3室2厅1厨2卫,低楼层 (共34层),94.6㎡,南 北,毛坯,两梯四户,有,70年
2200,合景峰汇十期,相城 活力岛 内环至中环,72,万,15000,元/平米,2013年建/板楼,1室1厅1厨1卫,高楼层 (共19层),48㎡,南,精装,两梯十二户,有,40年
2201,合景峰汇十期,相城 活力岛 内环至中环,65,万,14131,元/平米,2013年建/板楼,2室1厅1厨1卫,中楼层 (共19层),46㎡,南,精装,三梯三十三户,有,40年
2202,香城花园三区,相城 元和 ,330,万,26845,元/平米,2008年建/板楼,3室2厅1厨2卫,中楼层 (共6层),122.93㎡,南,精装,一梯两户,无,70年
2203,晨曦馨苑,相城 元和 内环至中环,290,万,22657,元/平米,2009年建/板楼,3室2厅1厨2卫,中楼层 (共5层),128㎡,南,精装,一梯两户,无,70年
2204,玉成家园一期,相城 活力岛 内环至中环,222,万,19725,元/平米,2009年建/板楼,3室2厅2厨2卫,高楼层 (共18层),112.55㎡,南,简装,两梯四户,有,70年
2205,康锦苑,相城 元和 ,475,万,10990,元/平米,未知年建/板楼,1室0厅0厨0卫,低楼层 (共15层),432.24㎡,北,简装,一梯两户,无,40年
2206,领寓商务广场,相城 高铁新城 中环至外环,150,万,26786,元/平米,2015年建/塔楼,3室2厅1厨2卫,中楼层 (共13层),56㎡,南 北,毛坯,两梯十九户,有,40年
2207,阳澄花园东区,相城 阳澄湖 ,164,万,12616,元/平米,未知年建/暂无数据,3室2厅1厨2卫,高楼层 (共5层),130㎡,南,精装,一梯两户,暂无数据,70年
2208,新尚商业广场,相城 元和 内环内,115,万,15334,元/平米,2009年建/板楼,4室2厅1厨1卫,低楼层 (共16层),75㎡,南,精装,四梯二十八户,有,70年
2209,中粮祥云国际,相城 元和 内环至中环,220,万,24283,元/平米,2018年建/塔楼,3室2厅1厨1卫,中楼层 (共27层),90.6㎡,南 北,简装,两梯四户,有,70年
2210,环秀湖花园,相城 高铁新城 中环至外环,400,万,31747,元/平米,2017年建/板塔结合,4室2厅1厨2卫,低楼层 (共34层),126㎡,南,毛坯,一梯四户,有,70年
2211,中惠爱丁堡,相城 阳澄湖 内环内,200,万,17858,元/平米,2009年建/板楼,3室2厅1厨2卫,中楼层 (共11层),112㎡,南,简装,一梯两户,有,70年
2212,江南村,相城 元和 内环至中环,500,万,26456,元/平米,未知年建/板楼,6室1厅1厨3卫,低楼层 (共3层),189㎡,南,毛坯, , ,70年
2213,星云汇生活广场,相城 元和 内环至中环,75,万,15625,元/平米,2016年建/板楼,2室2厅1厨1卫,低楼层 (共16层),48㎡,南,精装,四梯三十户,有,40年
2214,香城花园一区,相城 元和 ,280,万,20589,元/平米,2012年建/板楼,4室2厅1厨1卫,高楼层 (共6层),136㎡,南,精装,一梯两户,无,70年
2215,南亚花园,相城 元和 内环至中环,435,万,22657,元/平米,2005年建/板楼,4室2厅1厨3卫,低楼层 (共9层),192㎡,南,精装,一梯两户,有,70年
2216,合景峰汇十期,相城 活力岛 内环至中环,72,万,15320,元/平米,2013年建/板楼,2室2厅1厨1卫,高楼层 (共19层),47㎡,南,精装,三梯三十三户,有,40年
2217,东渡海派青城,相城 太平 中环至外环,310,万,22795,元/平米,2012年建/板楼,4室2厅1厨3卫,中楼层 (共4层),136㎡,南,精装, , ,70年
2218,西子花园,相城 元和 内环至中环,195,万,21259,元/平米,2010年建/板楼,2室2厅1厨1卫,低楼层 (共6层),91.73㎡,南,简装,一梯两户,无,70年
2219,阳光景庭,相城 太平 内环内,308,万,22482,元/平米,未知年建/暂无数据,4室2厅1厨2卫,高楼层 (共4层),137㎡,南,精装,一梯一户,暂无数据,70年
2220,御亭水岸花园,相城 望亭 ,170,万,22027,元/平米,2011年建/板塔结合,3室3厅1厨2卫,高楼层 (共5层),77.18㎡,南 北,精装,一梯两户,无,70年
2221,西子花园,相城 元和 内环至中环,148,万,26429,元/平米,2010年建/板楼,3室1厅1厨2卫,高楼层 (共6层),56㎡,南,精装,一梯两户,无,70年
2222,万泾花园,相城 元和 内环至中环,280,万,22135,元/平米,2011年建/板楼,3室2厅1厨2卫,中楼层 (共30层),126.5㎡,南,精装,两梯四户,有,70年
2223,御苑家园B、C区,相城 活力岛 内环至中环,245,万,21492,元/平米,2006年建/板楼,3室2厅1厨2卫,中楼层 (共5层),114㎡,南,精装,一梯两户,无,70年
2224,庆元家园,相城 元和 ,235,万,17054,元/平米,2009年建/板楼,3室2厅1厨2卫,低楼层 (共18层),137.8㎡,西南,简装,两梯两户,有,70年
2225,华美家园,相城 元和 内环内,225,万,27899,元/平米,未知年建/板楼,3室2厅1厨2卫,高楼层 (共5层),80.65㎡,南 北,精装,一梯两户,无,70年
2226,金艺百汇广场,相城 渭塘 内环至中环,85,万,17069,元/平米,2012年建/塔楼,3室2厅1厨2卫,高楼层 (共10层),49.8㎡,南,简装,两梯十五户,有,40年
2227,恒基旭辉发现岛,相城 活力岛 中环至外环,80,万,17392,元/平米,2017年建/板楼,2室1厅1厨1卫,低楼层 (共20层),46㎡,北,精装,四梯三十八户,有,40年
2228,御亭花苑,相城 望亭 ,155,万,12126,元/平米,未知年建/暂无数据,4室2厅2厨2卫,高楼层 (共5层),127.83㎡,南,简装,一梯一户,暂无数据,70年
2229,金辉融侨城,相城 活力岛 内环至中环,260,万,26263,元/平米,2013年建/板楼,3室2厅0厨1卫,中楼层 (共24层),99㎡,南,精装,两梯四户,有,70年
2230,合景峰汇十期,相城 活力岛 内环至中环,69.5,万,15445,元/平米,2013年建/板楼,2室2厅0厨1卫,低楼层 (共19层),45㎡,南,精装,三梯三十户,有,40年
2231,建发中泱天成,相城 高铁新城 中环至外环,350,万,31538,元/平米,2017年建/板楼,2室2厅1厨2卫,低楼层 (共27层),110.98㎡,南,毛坯,两梯四户,有,70年
2232,合景峰汇四期,相城 活力岛 内环至中环,325,万,30093,元/平米,2011年建/板楼,4室2厅1厨2卫,低楼层 (共16层),108㎡,南 北,精装,两梯三户,有,70年
2233,恒基旭辉发现岛,相城 活力岛 中环至外环,90,万,18477,元/平米,2017年建/板楼,2室1厅1厨1卫,中楼层 (共20层),48.71㎡,南,精装,四梯三十八户,有,40年
2234,水韵花都家园,相城 活力岛 内环至中环,268,万,30029,元/平米,2011年建/板楼,3室2厅1厨1卫,中楼层 (共15层),89.25㎡,南,精装,两梯四户,有,70年
2235,御苑家园B、C区,相城 活力岛 内环至中环,290,万,12609,元/平米,2006年建/板楼,5室3厅1厨3卫,高楼层 (共5层),230㎡,南 北,简装,一梯两户,无,70年
2236,依云水岸,相城 元和 外环外,460,万,24599,元/平米,2006年建/板楼,4室2厅1厨2卫,中楼层 (共5层),187㎡,暂无数据,精装, , ,70年
2237,华美家园,相城 元和 内环内,350,万,17102,元/平米,2009年建/板楼,4室2厅1厨3卫,高楼层 (共5层),204.66㎡,南,毛坯,一梯三户,无,70年
2238,嘉和丽园,相城 元和 ,285,万,19064,元/平米,2005年建/板楼,4室3厅1厨2卫,中楼层 (共10层),149.5㎡,南,精装,一梯两户,有,70年
2239,香城花园三区,相城 元和 ,300,万,23623,元/平米,2008年建/板楼,5室2厅1厨2卫,高楼层 (共6层),127㎡,南 北,精装,一梯两户,无,70年
2240,合景峰汇九期,相城 活力岛 内环至中环,230,万,25670,元/平米,2013年建/板塔结合,2室2厅1厨1卫,高楼层 (共22层),89.6㎡,南,精装,两梯四户,有,70年
2241,合景峰汇七期,相城 活力岛 内环至中环,460,万,24865,元/平米,2012年建/板楼,4室2厅1厨2卫,中楼层 (共21层),185㎡,南,精装,两梯两户,有,70年
2242,智海商务广场,相城 活力岛 ,39,万,8864,元/平米,2011年建/板楼,1室1厅1厨1卫,中楼层 (共13层),44㎡,西南,精装,两梯二十四户,有,70年
2243,国际服装城B区,相城 元和 ,200,万,13987,元/平米,2005年建/板楼,3室2厅1厨2卫,高楼层 (共6层),143㎡,南 北,毛坯,一梯两户,无,70年
2244,环秀湖花园,相城 高铁新城 中环至外环,260,万,25366,元/平米,2017年建/板塔结合,3室2厅1厨2卫,低楼层 (共33层),102.5㎡,南 北,毛坯,一梯六户,有,70年
2245,合景峰汇十期,相城 活力岛 内环至中环,72,万,15000,元/平米,2013年建/板楼,2室2厅1厨1卫,中楼层 (共19层),48㎡,南,精装,两梯十二户,有,40年
2246,环秀湖花园,相城 高铁新城 中环至外环,266,万,29888,元/平米,2017年建/板塔结合,3室2厅1厨1卫,低楼层 (共18层),89㎡,南 北,毛坯,一梯三户,有,70年
2247,繁花中心,相城 活力岛 内环至中环,60,万,11765,元/平米,2014年建/塔楼,1室1厅1厨1卫,中楼层 (共15层),51㎡,东北,精装,两梯二十三户,有,40年
2248,华辰嘉园北区,相城 活力岛 内环至中环,243,万,24796,元/平米,2010年建/板楼,3室2厅1厨1卫,低楼层 (共15层),98㎡,南,精装,两梯三户,有,70年
2249,金辉融侨城,相城 活力岛 内环至中环,300,万,30928,元/平米,2015年建/板楼,3室2厅1厨1卫,中楼层 (共24层),97㎡,南,精装,两梯三户,有,70年
2250,绿色时光花园西区,相城 元和 ,270,万,13706,元/平米,2003年建/板楼,4室2厅1厨3卫,高楼层 (共5层),197㎡,南,简装,一梯两户,无,70年
2251,嘉和丽园,相城 元和 ,72,万,18462,元/平米,2006年建/板楼,1室1厅1厨1卫,高楼层 (共10层),39㎡,西,精装,两梯十一户,有,70年
2252,天宇佳缘,相城 北桥 ,200,万,11479,元/平米,2011年建/板楼,5室2厅1厨2卫,高楼层 (共6层),174.24㎡,南,毛坯,一梯两户,无,70年
2253,康桥丽都,相城 元和 内环内,430,万,27565,元/平米,2009年建/板楼,5室3厅1厨2卫,高楼层 (共18层),156㎡,南,精装,两梯三户,有,70年
2254,香城花园二区,相城 元和 ,300,万,22886,元/平米,2007年建/板楼,3室2厅1厨2卫,中楼层 (共5层),131.09㎡,南 北,精装,一梯两户,无,70年
2255,依云水岸,相城 元和 外环外,465,万,24131,元/平米,2006年建/板楼,4室2厅1厨3卫,中楼层 (共5层),192.7㎡,南,精装,一梯两户,无,70年
2256,书香苑(相城),相城 元和 ,252,万,17531,元/平米,2006年建/板楼,4室2厅1厨2卫,中楼层 (共5层),143.75㎡,南,精装,一梯两户,无,70年
2257,御苑家园B、C区,相城 活力岛 内环至中环,165,万,22917,元/平米,2006年建/板楼,2室1厅1厨1卫,中楼层 (共5层),72㎡,南,简装,一梯两户,无,70年
2258,香城花园一区,相城 元和 ,350,万,15289,元/平米,2012年建/板楼,5室2厅1厨3卫,高楼层 (共11层),228.93㎡,南,毛坯,一梯两户,有,70年
2259,恒基水漾花城,相城 活力岛 内环内,348,万,24782,元/平米,2017年建/塔楼,3室2厅1厨2卫,中楼层 (共15层),140.43㎡,南 北,其他,两梯四户,有,70年
2260,锦绣江南(相城区),相城 元和 ,213,万,23667,元/平米,2005年建/板楼,2室2厅1厨1卫,低楼层 (共6层),90㎡,南,精装,一梯两户,无,70年
2261,合景峰汇九期,相城 活力岛 内环至中环,258,万,28989,元/平米,2011年建/板塔结合,3室2厅1厨1卫,中楼层 (共21层),89㎡,南,精装,两梯三户,有,70年
2262,恒基水漾花城,相城 活力岛 内环内,208,万,26330,元/平米,2017年建/塔楼,2室2厅1厨1卫,低楼层 (共15层),79㎡,南,精装,两梯四户,有,70年
2263,金辉融侨城,相城 活力岛 内环至中环,305,万,25631,元/平米,2012年建/板楼,4室2厅1厨2卫,低楼层 (共24层),119㎡,南,简装,两梯四户,有,70年
2264,合景峰汇五期,相城 活力岛 内环至中环,272,万,28423,元/平米,2010年建/板楼,3室2厅1厨1卫,中楼层 (共18层),95.7㎡,南,精装,两梯三户,有,70年
2265,合景峰汇九期,相城 活力岛 内环至中环,315,万,30006,元/平米,2013年建/板塔结合,3室2厅1厨2卫,高楼层 (共18层),104.98㎡,南,精装,两梯三户,有,70年
2266,华辰嘉园北区,相城 活力岛 内环至中环,210,万,25809,元/平米,2010年建/板楼,2室2厅1厨1卫,高楼层 (共15层),81.37㎡,南,精装,两梯三户,有,70年
2267,水韵花都家园二期,相城 活力岛 ,220,万,27919,元/平米,2014年建/板楼,3室2厅1厨1卫,低楼层 (共30层),78.8㎡,南,精装,两梯三户,有,70年
2268,御苑家园B、C区,相城 活力岛 内环至中环,260,万,18310,元/平米,2006年建/板楼,3室2厅1厨2卫,中楼层 (共11层),142㎡,南 北,简装,一梯两户,有,70年
2269,香城花园一区,相城 元和 ,531,万,19814,元/平米,2012年建/板楼,5室3厅1厨4卫,高楼层 (共11层),268㎡,南,精装,一梯两户,有,70年
2270,晨曦馨苑,相城 元和 内环至中环,222,万,20556,元/平米,2008年建/板楼,2室2厅1厨1卫,低楼层 (共15层),108㎡,南,精装,两梯三户,有,70年
2271,华园丽都阳光,相城 望亭 外环外,170,万,18967,元/平米,2016年建/塔楼,3室2厅1厨1卫,中楼层 (共7层),89.63㎡,南,精装,一梯两户,有,70年
2272,中粮祥云国际,相城 元和 内环至中环,220,万,24554,元/平米,2018年建/塔楼,3室2厅1厨1卫,高楼层 (共27层),89.6㎡,南,简装,两梯四户,有,70年
2273,金辉融侨城,相城 活力岛 内环至中环,526,万,33967,元/平米,2015年建/板楼,4室2厅1厨3卫,高楼层 (共24层),154.86㎡,南,精装,两梯两户,有,70年
2274,金辉融侨城,相城 活力岛 内环至中环,500,万,32468,元/平米,2013年建/板楼,5室2厅1厨3卫,高楼层 (共24层),154㎡,南 北,精装,两梯两户,有,70年
2275,万家邻里中心,相城 活力岛 ,108,万,11369,元/平米,2014年建/板楼,2室1厅1厨1卫,中楼层 (共10层),95㎡,南,精装,四梯三十八户,有,40年
2276,中翔商贸城二区,相城 元和 内环至中环,70,万,12500,元/平米,2006年建/板楼,1室1厅1厨1卫,中楼层 (共23层),56㎡,东 北,简装,三梯五十四户,有,70年
2277,恒基水漾花城,相城 活力岛 内环内,340,万,27931,元/平米,2017年建/板塔结合,3室1厅1厨2卫,高楼层 (共15层),121.73㎡,南,精装,两梯四户,有,70年
2278,泰元家园,相城 元和 内环至中环,156,万,14004,元/平米,2005年建/板楼,2室1厅1厨1卫,高楼层 (共5层),111.4㎡,南,毛坯,一梯两户,无,70年
2279,南山檀郡,相城 元和 内环内,297,万,33750,元/平米,2014年建/板楼,3室2厅1厨1卫,高楼层 (共17层),88㎡,南,精装,两梯四户,有,70年
2280,高铁新城圆融广场,相城 高铁新城 中环至外环,215,万,28667,元/平米,2016年建/板塔结合,2室1厅1厨1卫,中楼层 (共29层),75㎡,南,毛坯,两梯三户,有,70年
2281,姑苏裕沁庭,相城 活力岛 内环至中环,410,万,29132,元/平米,2016年建/板塔结合,3室2厅1厨2卫,中楼层 (共31层),140.74㎡,南,精装,两梯两户,有,70年
2282,湖沁花园东区,相城 元和 内环至中环,186,万,14711,元/平米,2005年建/塔楼,3室2厅1厨2卫,高楼层 (共6层),126.44㎡,南 北,简装,一梯两户,无,70年
